item_id,current_global_qty,max_global_qty,global_inv_level
445,30,30,1.0
446,50,50,1.0
447,240,240,1.0
448,231,231,1.0
449,630,630,1.0
450,180,180,1.0
451,144,144,1.0
452,36,36,1.0
453,1260,1260,1.0
454,108,108,1.0
455,200,200,1.0
456,24,24,1.0
457,72,72,1.0
458,48,48,1.0
459,144,144,1.0
460,144,144,1.0
461,120,120,1.0
462,300,300,1.0
463,1020,1020,1.0
464,2016,2016,1.0
465,60,60,1.0
466,80,80,1.0
467,1680,1680,1.0
468,420,420,1.0
469,26,26,1.0
470,144,144,1.0
471,288,288,1.0
472,231,231,1.0
473,200,200,1.0
474,240,240,1.0
475,180,180,1.0
476,48,48,1.0
477,135,135,1.0
478,160,160,1.0
479,504,504,1.0
480,135,135,1.0
481,420,420,1.0
482,240,240,1.0
483,60,60,1.0
484,1296,1296,1.0
485,400,400,1.0
486,48,48,1.0
487,240,240,1.0
488,48,48,1.0
489,120,120,1.0
490,108,108,1.0
491,1872,1872,1.0
492,864,864,1.0
493,288,288,1.0
494,192,192,1.0
495,390,390,1.0
496,448,448,1.0
497,120,120,1.0
498,120,120,1.0
499,240,240,1.0
